-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 05/01/2024 through 05/31/2024 
Location: Latitude  27.7129   Longitude 85.3112 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 776.63 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2MDEW          MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET          MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M           MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,PS,WS10M,WD10M,PRECTOTCORR,RH2M,QV2M,T2M,T2MDEW,T2MWET,WS50M,WD50M
2024,5,21,11,92.21,2.12,136.65,0.03,39.62,12.51,31.56,16.17,23.87,2.25,127.94
2024,5,21,12,92.12,2.21,142.6,0.03,37.94,12.63,32.51,16.31,24.41,2.32,134.73
2024,5,21,13,92.03,2.36,149.95,0.03,36.81,12.76,33.2,16.43,24.81,2.44,143.97
2024,5,21,14,91.96,2.47,156.75,0.03,36.44,12.82,33.4,16.47,24.94,2.59,152.27
2024,5,21,15,91.9,2.6,157.75,0.03,36.56,12.7,33.23,16.34,24.79,2.76,155.03
2024,5,21,16,91.87,2.62,156.11,0.03,36.94,12.45,32.69,16.04,24.37,2.82,154.93
2024,5,21,17,91.89,2.52,149.46,0.01,38.75,12.33,31.64,15.86,23.75,2.86,149.65
2024,5,21,18,91.94,1.83,137.25,0.0,47.19,13.43,29.7,17.3,23.5,2.92,135.87
2024,5,21,19,92.03,1.84,120.05,0.0,56.31,13.98,27.36,18.01,22.68,3.31,119.83
2024,5,21,20,92.11,2.04,112.54,0.0,57.56,13.61,26.52,17.58,22.05,3.91,111.7
2024,5,21,21,92.17,2.07,105.56,0.0,58.88,13.37,25.89,17.35,21.62,4.02,105.2
2024,5,21,22,92.22,2.07,92.59,0.0,60.44,13.24,25.26,17.18,21.23,4.01,92.57
2024,5,21,23,92.24,2.15,78.69,0.0,62.12,13.12,24.69,17.08,20.88,4.2,79.71
2024,5,22,0,92.23,2.24,70.62,0.0,64.06,13.12,24.13,17.04,20.58,4.41,71.82
2024,5,22,1,92.22,2.31,65.25,0.0,65.81,13.12,23.67,17.01,20.34,4.55,66.43
2024,5,22,2,92.21,2.32,59.04,0.0,67.44,13.12,23.26,17.01,20.13,4.52,60.51
2024,5,22,3,92.2,2.34,55.62,0.0,68.44,13.06,22.94,16.93,19.93,4.47,56.92
2024,5,22,4,92.22,2.32,53.63,0.0,69.12,12.94,22.68,16.83,19.76,4.26,54.71
2024,5,22,5,92.23,2.28,53.37,0.0,68.75,12.88,22.65,16.73,19.69,4.02,54.42
2024,5,22,6,92.27,2.42,57.23,0.0,61.5,13.31,25.06,17.26,21.16,3.51,56.91
2024,5,22,7,92.31,2.69,97.0,0.04,49.94,12.88,28.01,16.69,22.35,3.25,102.93
2024,5,22,8,92.32,3.59,134.65,0.09,44.69,13.12,30.33,16.99,23.66,4.11,132.3
2024,5,22,9,92.33,3.95,141.66,0.12,42.62,13.55,31.65,17.43,24.55,4.42,136.94
2024,5,22,10,92.28,4.28,140.33,0.13,41.12,13.67,32.48,17.57,25.02,4.77,134.4
2024,5,22,11,92.21,4.62,139.25,0.11,39.44,13.55,33.07,17.42,25.25,5.15,133.4
2024,5,22,12,92.11,4.96,139.34,0.09,38.12,13.49,33.54,17.29,25.41,5.56,133.92
2024,5,22,13,92.01,5.26,139.16,0.08,37.69,13.43,33.69,17.25,25.47,5.93,134.25
2024,5,22,14,91.92,5.56,138.13,0.07,37.56,13.37,33.61,17.12,25.37,6.34,133.85
2024,5,22,15,91.86,5.77,136.21,0.07,38.62,13.24,32.94,16.98,24.96,6.63,133.09
2024,5,22,16,91.85,5.65,133.32,0.06,40.75,13.18,31.96,16.95,24.45,6.6,131.06
2024,5,22,17,91.87,5.24,128.95,0.03,43.88,13.24,30.66,17.0,23.83,6.38,127.39
2024,5,22,18,91.93,4.14,123.45,0.01,49.19,13.43,28.99,17.33,23.16,5.93,122.79
2024,5,22,19,92.01,2.76,118.38,0.0,56.5,13.73,26.98,17.72,22.35,5.47,117.96
2024,5,22,20,92.09,2.51,114.89,0.0,59.25,13.67,26.12,17.67,21.9,5.17,113.58
2024,5,22,21,92.15,2.06,114.43,0.0,61.69,13.61,25.4,17.63,21.51,4.23,112.49
2024,5,22,22,92.17,1.58,103.14,0.0,63.62,13.61,24.88,17.64,21.26,2.97,102.61
2024,5,22,23,92.17,1.57,78.52,0.0,65.19,13.55,24.37,17.53,20.94,2.71,80.05
2024,5,23,0,92.14,1.79,59.64,0.0,67.0,13.43,23.79,17.41,20.6,3.04,61.66
2024,5,23,1,92.11,1.92,46.97,0.0,68.62,13.37,23.27,17.3,20.28,3.26,49.09
2024,5,23,2,92.09,1.96,37.87,0.0,69.38,13.31,23.0,17.19,20.1,3.31,39.82
2024,5,23,3,92.11,2.08,38.9,0.0,70.0,13.18,22.73,17.07,19.9,3.61,40.44
2024,5,23,4,92.14,2.21,42.71,0.0,70.12,13.06,22.53,16.91,19.72,3.91,44.27
2024,5,23,5,92.16,2.25,44.01,0.0,69.88,12.94,22.49,16.82,19.65,3.88,45.16
2024,5,23,6,92.2,2.32,47.6,0.01,62.75,13.49,24.91,17.44,21.18,3.47,47.47
2024,5,23,7,92.22,2.58,76.34,0.04,51.62,13.18,27.86,17.07,22.46,3.07,79.75
2024,5,23,8,92.23,3.25,112.49,0.06,44.75,13.12,30.25,16.94,23.59,3.84,108.88
2024,5,23,9,92.21,3.82,128.93,0.05,41.12,13.06,31.69,16.87,24.28,4.33,122.69
2024,5,23,10,92.16,4.14,139.67,0.05,39.19,13.18,32.69,16.98,24.83,4.55,132.43
2024,5,23,11,92.12,4.23,147.51,0.05,37.81,13.31,33.48,17.11,25.3,4.54,140.23
2024,5,23,12,92.04,4.04,152.34,0.06,37.06,13.43,33.97,17.22,25.59,4.28,145.18
2024,5,23,13,91.95,3.73,153.92,0.06,36.5,13.49,34.26,17.26,25.76,3.95,147.09
2024,5,23,14,91.85,3.36,154.21,0.05,36.69,13.43,34.14,17.2,25.67,3.58,147.84
2024,5,23,15,91.78,3.05,149.49,0.04,37.19,13.31,33.71,17.06,25.39,3.31,144.51
2024,5,23,16,91.74,2.87,143.54,0.02,38.06,13.12,33.0,16.79,24.9,3.19,139.76
2024,5,23,17,91.76,2.67,136.18,0.0,40.19,13.0,31.9,16.68,24.29,3.07,133.97
2024,5,23,18,91.79,1.87,126.68,0.0,47.44,13.79,30.05,17.69,23.87,2.83,124.52
2024,5,23,19,91.88,1.5,110.14,0.0,57.31,14.59,27.74,18.66,23.2,2.61,109.41
2024,5,23,20,91.95,1.58,97.09,0.0,59.12,14.34,26.9,18.37,22.64,2.82,96.04
2024,5,23,21,92.01,1.68,91.86,0.0,60.31,14.04,26.27,18.1,22.19,3.03,91.33
2024,5,23,22,92.02,1.78,88.49,0.0,61.81,13.92,25.65,17.91,21.78,3.23,88.89
2024,5,23,23,92.03,1.87,85.69,0.0,63.19,13.73,25.12,17.76,21.44,3.4,86.71
2024,5,24,0,92.0,1.93,82.79,0.0,64.69,13.67,24.62,17.66,21.14,3.52,84.14
2024,5,24,1,91.99,1.96,78.73,0.0,66.0,13.61,24.24,17.6,20.92,3.59,80.23
2024,5,24,2,91.98,2.0,73.9,0.0,67.06,13.55,23.9,17.53,20.71,3.66,75.79
2024,5,24,3,91.97,2.1,68.2,0.0,68.38,13.49,23.49,17.45,20.47,3.91,69.18
2024,5,24,4,91.99,2.22,60.73,0.0,69.31,13.43,23.16,17.34,20.26,4.16,61.9
2024,5,24,5,92.03,2.29,54.14,0.0,69.75,13.37,22.99,17.27,20.13,4.28,55.7
2024,5,24,6,92.07,2.91,50.55,0.0,62.56,13.61,25.08,17.57,21.33,3.92,51.55
2024,5,24,7,92.1,2.68,78.89,0.0,53.0,13.55,27.87,17.51,22.69,3.16,83.89
2024,5,24,8,92.12,2.41,110.25,0.0,45.88,13.43,30.18,17.28,23.73,2.86,106.2
2024,5,24,9,92.09,2.19,131.09,0.0,40.94,13.31,32.02,17.08,24.55,2.49,122.29
2024,5,24,10,92.04,2.19,153.07,0.0,37.0,13.12,33.6,16.87,25.24,2.3,142.31
2024,5,24,11,91.96,2.4,170.63,0.0,34.0,13.0,34.9,16.69,25.8,2.37,161.39
2024,5,24,12,91.87,2.61,182.06,0.0,31.69,12.76,35.87,16.41,26.14,2.56,175.27
2024,5,24,13,91.78,2.72,190.28,0.0,30.12,12.51,36.44,16.09,26.27,2.68,185.19
2024,5,24,14,91.68,2.69,196.86,0.0,29.19,12.27,36.55,15.72,26.13,2.69,193.11
2024,5,24,15,91.61,2.52,199.16,0.0,29.06,11.96,36.25,15.37,25.81,2.56,196.5
2024,5,24,16,91.57,2.22,200.6,0.0,29.56,11.72,35.54,15.02,25.28,2.32,199.11
2024,5,24,17,91.56,1.83,202.85,0.0,31.25,11.6,34.37,14.87,24.62,1.99,201.63
2024,5,24,18,91.6,1.11,204.58,0.0,39.0,13.12,32.58,16.83,24.71,1.57,204.14
2024,5,24,19,91.67,0.8,202.53,0.0,41.88,13.0,31.14,16.65,23.9,1.11,202.25
2024,5,24,20,91.76,0.56,181.59,0.0,41.75,12.63,30.73,16.26,23.49,0.78,182.86
2024,5,24,21,91.83,0.52,135.6,0.0,43.69,12.57,29.87,16.21,23.05,0.71,138.99
2024,5,24,22,91.89,0.87,83.32,0.0,47.44,12.7,28.65,16.42,22.54,1.19,84.36
2024,5,24,23,91.9,1.59,61.16,0.0,52.0,12.7,27.04,16.42,21.73,2.37,61.4
2024,5,25,0,91.86,2.06,52.87,0.0,56.5,12.88,25.85,16.65,21.25,3.28,53.24
2024,5,25,1,91.82,2.25,48.95,0.0,58.31,12.7,25.12,16.48,20.8,3.91,49.37
2024,5,25,2,91.77,2.33,46.36,0.0,59.94,12.63,24.51,16.33,20.43,4.26,47.15
2024,5,25,3,91.74,2.38,47.93,0.0,60.38,12.51,24.28,16.24,20.26,4.38,48.83
2024,5,25,4,91.73,2.37,49.81,0.0,60.62,12.45,24.14,16.16,20.15,4.26,50.88
2024,5,25,5,91.75,2.31,50.77,0.0,60.12,12.45,24.25,16.15,20.19,4.02,51.71
2024,5,25,6,91.78,2.19,53.25,0.0,55.25,13.31,26.77,17.16,21.97,3.49,53.75
2024,5,25,7,91.82,1.91,86.01,0.0,43.19,12.51,29.98,16.12,23.05,2.14,89.58
2024,5,25,8,91.85,2.02,140.34,0.0,37.31,12.51,32.61,16.11,24.36,2.17,134.71
2024,5,25,9,91.87,2.31,155.68,0.0,34.5,12.7,34.19,16.28,25.23,2.36,149.36
2024,5,25,10,91.85,2.48,159.57,0.0,32.56,12.76,35.38,16.4,25.89,2.49,153.52
2024,5,25,11,91.79,2.68,161.14,0.0,31.19,12.88,36.28,16.51,26.4,2.68,155.53
2024,5,25,12,91.71,2.82,163.22,0.0,30.19,12.88,36.9,16.54,26.72,2.83,158.46
2024,5,25,13,91.61,2.83,165.62,0.0,29.62,12.88,37.24,16.52,26.88,2.87,161.61
2024,5,25,14,91.52,2.68,167.87,0.0,29.5,12.82,37.22,16.43,26.83,2.74,164.77
2024,5,25,15,91.44,2.41,174.05,0.0,29.75,12.76,36.94,16.34,26.65,2.47,171.64
2024,5,25,16,91.43,2.22,178.79,0.0,30.44,12.63,36.3,16.15,26.23,2.33,177.5
2024,5,25,17,91.46,2.08,176.13,0.0,32.0,12.57,35.28,16.05,25.67,2.32,175.75
2024,5,25,18,91.51,1.47,166.18,0.0,39.88,14.16,33.47,17.97,25.72,2.2,165.62
2024,5,25,19,91.59,1.34,143.06,0.0,45.19,14.4,31.58,18.3,24.94,2.07,144.51
2024,5,25,20,91.69,1.5,126.09,0.0,48.38,14.53,30.56,18.49,24.52,2.32,127.76
2024,5,25,21,91.76,1.64,116.32,0.0,51.31,14.59,29.59,18.58,24.08,2.59,118.5
2024,5,25,22,91.84,1.75,105.77,0.0,53.06,14.28,28.71,18.3,23.51,2.81,107.78
2024,5,25,23,91.84,1.88,92.39,0.0,54.69,14.1,27.94,18.08,23.01,3.09,94.06
2024,5,26,0,91.83,1.98,79.8,0.0,56.38,13.98,27.26,17.95,22.61,3.37,81.06
2024,5,26,1,91.8,2.09,68.72,0.0,58.56,13.98,26.62,17.95,22.29,3.63,69.85
2024,5,26,2,91.78,2.17,59.57,0.0,60.75,13.98,26.01,17.97,21.99,3.86,60.95
2024,5,26,3,91.76,2.27,59.1,0.0,62.56,13.98,25.49,17.95,21.72,4.06,60.38
2024,5,26,4,91.74,2.32,59.9,0.0,63.81,13.92,25.12,17.91,21.52,4.15,61.65
2024,5,26,5,91.76,2.32,58.34,0.0,64.44,13.92,24.92,17.88,21.4,4.11,60.42
2024,5,26,6,91.78,2.52,57.15,0.0,57.56,14.34,27.33,18.34,22.83,3.71,57.92
2024,5,26,7,91.79,2.11,86.82,0.0,45.06,13.37,30.41,17.19,23.8,2.38,93.58
2024,5,26,8,91.79,2.01,141.93,0.0,36.69,12.76,33.16,16.34,24.76,2.17,135.73
2024,5,26,9,91.77,1.98,165.64,0.0,33.12,12.7,34.91,16.28,25.59,1.93,156.65
2024,5,26,10,91.73,2.13,179.79,0.0,31.19,12.88,36.24,16.48,26.36,1.94,171.45
2024,5,26,11,91.68,2.58,181.39,0.0,30.12,13.12,37.25,16.81,27.03,2.42,174.81
2024,5,26,12,91.62,3.01,176.88,0.01,29.69,13.43,37.9,17.15,27.52,2.97,170.91
2024,5,26,13,91.55,3.29,171.52,0.05,30.44,13.67,37.74,17.4,27.57,3.4,166.73
2024,5,26,14,91.5,3.26,165.13,0.1,32.5,13.92,36.88,17.7,27.3,3.52,161.61
2024,5,26,15,91.45,2.63,160.06,0.09,34.81,14.04,35.8,17.85,26.83,2.93,157.4
2024,5,26,16,91.42,1.78,155.58,0.06,35.88,14.04,35.26,17.84,26.55,2.0,153.83
2024,5,26,17,91.41,0.95,142.37,0.04,37.5,14.16,34.56,17.94,26.25,1.13,142.89
2024,5,26,18,91.43,0.44,93.07,0.01,42.31,15.01,33.46,18.93,26.19,0.65,95.51
2024,5,26,19,91.48,0.75,54.81,0.0,51.31,16.42,31.58,20.43,26.01,1.22,55.7
2024,5,26,20,91.55,1.05,59.99,0.0,52.81,16.17,30.84,20.21,25.52,1.74,59.87
2024,5,26,21,91.59,1.28,74.1,0.0,54.38,16.05,30.19,20.1,25.15,2.14,74.08
2024,5,26,22,91.61,1.61,86.39,0.0,57.0,15.99,29.36,20.08,24.73,2.78,86.94
2024,5,26,23,91.6,1.79,95.01,0.0,59.44,15.99,28.63,20.09,24.36,3.27,96.31
2024,5,27,0,91.57,1.78,98.09,0.01,62.31,16.11,27.94,20.21,24.08,3.36,100.45
2024,5,27,1,91.53,1.61,97.54,0.02,65.25,16.36,27.37,20.41,23.89,3.06,100.59
2024,5,27,2,91.51,1.36,93.29,0.01,67.81,16.48,26.87,20.55,23.71,2.58,95.92
2024,5,27,3,91.48,1.19,84.74,0.0,68.75,16.42,26.54,20.45,23.5,2.12,87.68
2024,5,27,4,91.47,1.03,93.04,0.0,69.12,16.24,26.28,20.3,23.29,1.73,95.71
2024,5,27,5,91.5,1.1,115.66,0.0,70.5,16.3,25.98,20.33,23.15,2.02,119.74
2024,5,27,6,91.54,2.45,134.61,0.01,65.5,16.78,27.73,20.83,24.28,3.11,136.02
2024,5,27,7,91.57,3.57,146.87,0.07,61.12,17.4,29.56,21.42,25.49,3.98,144.91
2024,5,27,8,91.56,3.58,151.14,0.12,56.0,17.46,31.17,21.49,26.33,3.74,146.58
2024,5,27,9,91.55,3.31,161.39,0.17,51.12,17.4,32.68,21.38,27.03,3.24,155.48
2024,5,27,10,91.51,3.03,175.27,0.26,47.75,17.27,33.8,21.26,27.53,2.82,170.12
2024,5,27,11,91.45,3.06,190.3,0.41,45.19,17.21,34.72,21.17,27.94,2.79,187.88
2024,5,27,12,91.38,3.21,204.13,0.44,43.44,17.15,35.36,21.09,28.23,3.0,204.16
2024,5,27,13,91.28,3.45,215.06,0.53,43.12,17.15,35.47,21.07,28.26,3.38,216.08
2024,5,27,14,91.21,3.64,221.69,0.51,43.0,17.21,35.54,21.08,28.31,3.69,222.94
2024,5,27,15,91.18,3.53,222.58,0.51,44.44,17.21,34.97,21.12,28.05,3.75,223.73
2024,5,27,16,91.17,3.49,220.92,0.52,46.12,17.21,34.3,21.13,27.72,3.83,221.78
2024,5,27,17,91.18,3.15,216.02,0.58,49.56,17.46,33.23,21.36,27.3,3.73,216.82
2024,5,27,18,91.21,2.21,204.66,0.66,57.31,18.55,31.75,22.44,27.09,3.55,204.42
2024,5,27,19,91.26,1.91,185.87,0.77,66.81,19.71,30.1,23.4,26.76,3.68,185.72
2024,5,27,20,91.3,2.19,172.82,1.0,68.56,19.29,29.3,23.07,26.19,4.39,172.74
2024,5,27,21,91.34,2.52,168.55,1.34,70.31,18.98,28.58,22.78,25.68,4.88,167.43
2024,5,27,22,91.35,2.67,166.82,1.94,74.0,19.04,27.76,22.81,25.29,4.61,165.47
2024,5,27,23,91.35,2.27,164.81,2.78,79.0,19.17,26.79,22.9,24.84,3.58,162.99
2024,5,28,0,91.32,1.71,167.87,3.24,82.94,19.23,25.98,22.89,24.44,2.55,167.07
2024,5,28,1,91.27,1.08,177.1,2.57,85.38,19.23,25.5,22.89,24.19,1.61,174.43
2024,5,28,2,91.22,0.53,174.96,1.23,85.94,19.1,25.25,22.75,24.0,0.76,168.8
2024,5,28,3,91.19,0.21,167.01,0.45,85.06,18.86,25.2,22.54,23.87,0.49,130.5
2024,5,28,4,91.19,0.44,145.75,0.15,85.69,18.74,24.98,22.43,23.7,1.0,132.46
2024,5,28,5,91.19,0.63,142.56,0.07,86.31,18.55,24.71,22.29,23.5,1.36,138.04
2024,5,28,6,91.22,1.14,158.71,0.12,79.44,18.43,25.98,22.21,24.1,1.45,164.01
2024,5,28,7,91.23,2.01,196.25,0.17,71.31,18.19,27.62,22.08,24.86,2.18,196.42
2024,5,28,8,91.25,2.86,213.52,0.15,62.56,17.94,29.65,21.9,25.78,2.92,216.62
2024,5,28,9,91.26,3.58,227.57,0.15,53.19,17.15,31.7,21.14,26.42,3.72,232.77
2024,5,28,10,91.24,3.91,238.72,0.2,45.88,16.11,33.23,20.08,26.65,4.15,243.87
2024,5,28,11,91.19,4.17,246.03,0.26,40.69,15.26,34.42,19.16,26.8,4.52,250.81
2024,5,28,12,91.12,4.37,249.59,0.22,37.25,14.59,35.2,18.4,26.8,4.84,253.41
2024,5,28,13,91.07,4.31,253.04,0.19,34.88,14.1,35.73,17.82,26.77,4.91,255.92
2024,5,28,14,91.01,4.07,254.76,0.15,32.94,13.49,36.01,17.14,26.58,4.74,257.25
2024,5,28,15,90.99,3.53,256.58,0.1,31.69,12.88,35.84,16.39,26.12,4.23,258.5
2024,5,28,16,90.97,2.85,258.47,0.04,30.31,12.21,35.68,15.53,25.61,3.53,259.68
2024,5,28,17,91.01,1.99,260.06,0.02,30.06,11.66,35.05,14.87,24.95,2.68,260.26
2024,5,28,18,91.07,0.47,266.19,0.0,41.06,14.34,33.08,18.11,25.59,0.91,265.07
2024,5,28,19,91.16,0.9,70.31,0.0,40.19,12.82,31.55,16.37,23.96,1.12,69.54
2024,5,28,20,91.26,1.83,66.93,0.0,46.31,13.06,29.4,16.72,23.05,2.55,66.89
2024,5,28,21,91.34,2.25,58.8,0.0,51.44,13.24,27.81,16.97,22.39,3.36,58.6
2024,5,28,22,91.39,2.69,51.73,0.0,60.12,13.85,25.99,17.78,21.89,4.53,51.65
2024,5,28,23,91.38,3.05,47.9,0.0,65.56,14.1,24.83,18.05,21.44,5.81,48.49
2024,5,29,0,91.35,3.33,45.67,0.0,68.0,14.16,24.23,18.08,21.15,6.42,46.33
2024,5,29,1,91.3,3.39,43.97,0.0,66.62,13.37,23.63,17.18,20.4,6.01,44.53
2024,5,29,2,91.25,2.98,40.75,0.0,62.12,12.02,23.07,15.54,19.3,5.06,41.74
2024,5,29,3,91.23,2.77,37.9,0.0,55.88,10.8,23.0,13.8,18.4,4.23,38.48
2024,5,29,4,91.24,2.45,38.52,0.0,48.25,9.7,23.74,12.18,17.96,3.36,38.39
2024,5,29,5,91.28,2.01,40.43,0.0,41.56,8.91,24.78,10.81,17.8,2.58,39.96
2024,5,29,6,91.32,1.54,46.65,0.0,45.5,10.99,26.78,14.04,20.41,2.08,47.44
2024,5,29,7,91.37,0.64,68.46,0.0,28.88,8.97,31.13,10.88,21.01,0.4,66.95
2024,5,29,8,91.42,1.61,226.96,0.0,21.38,7.81,34.12,8.94,21.53,1.93,236.69
2024,5,29,9,91.45,2.83,240.88,0.0,19.0,7.69,36.0,8.75,22.37,3.19,247.21
2024,5,29,10,91.47,3.33,246.2,0.0,17.38,7.57,37.3,8.51,22.9,3.63,250.9
2024,5,29,11,91.45,3.31,248.22,0.0,16.81,7.75,38.26,8.76,23.51,3.58,252.32
2024,5,29,12,91.41,2.98,250.09,0.0,16.19,7.75,39.01,8.81,23.9,3.23,253.98
2024,5,29,13,91.36,2.54,253.74,0.0,16.06,7.87,39.35,8.98,24.16,2.78,257.68
2024,5,29,14,91.31,2.1,258.65,0.0,16.06,7.87,39.33,8.97,24.15,2.36,262.38
2024,5,29,15,91.27,1.53,273.5,0.0,16.38,7.81,38.9,8.88,23.89,1.81,275.46
2024,5,29,16,91.26,1.13,306.87,0.0,17.19,7.81,38.04,8.94,23.49,1.39,303.51
2024,5,29,17,91.26,1.13,354.45,0.0,18.88,8.0,36.76,9.28,23.02,1.32,349.09
2024,5,29,18,91.3,1.36,31.59,0.0,33.69,12.02,33.58,15.37,24.47,2.29,31.63
2024,5,29,19,91.38,2.33,46.5,0.0,39.38,11.6,30.2,14.83,22.52,3.72,46.96
2024,5,29,20,91.48,2.74,49.17,0.0,41.31,11.17,28.71,14.25,21.48,4.6,49.96
2024,5,29,21,91.55,2.74,50.09,0.0,43.25,10.99,27.7,14.08,20.89,4.62,51.25
2024,5,29,22,91.59,2.73,49.98,0.0,45.5,10.99,26.77,14.05,20.41,4.55,51.42
2024,5,29,23,91.6,2.79,48.29,0.0,47.69,10.86,25.86,13.95,19.9,4.62,49.87
2024,5,30,0,91.56,2.85,44.89,0.0,49.62,10.8,25.05,13.83,19.44,4.67,46.29
2024,5,30,1,91.52,2.88,40.6,0.0,51.25,10.68,24.35,13.69,19.01,4.68,41.55
2024,5,30,2,91.5,2.93,36.75,0.0,52.44,10.56,23.74,13.49,18.62,4.71,37.17
2024,5,30,3,91.48,3.08,37.28,0.0,52.88,10.31,23.24,13.15,18.2,5.1,37.54
2024,5,30,4,91.49,3.16,40.59,0.0,52.62,10.07,22.88,12.74,17.81,5.32,41.19
2024,5,30,5,91.54,3.12,45.51,0.0,52.06,9.89,22.76,12.47,17.61,5.21,46.58
2024,5,30,6,91.61,2.65,51.81,0.0,48.25,10.8,25.51,13.81,19.66,4.8,52.94
2024,5,30,7,91.68,3.21,63.68,0.0,33.69,9.46,29.4,11.69,20.55,3.62,63.77
2024,5,30,8,91.74,1.83,104.87,0.0,24.31,8.36,33.1,9.98,21.54,1.78,103.43
2024,5,30,9,91.75,1.96,178.4,0.0,19.88,7.87,35.61,9.12,22.37,1.78,180.0
2024,5,30,10,91.74,2.62,198.06,0.0,19.06,8.18,36.98,9.61,23.29,2.44,200.41
2024,5,30,11,91.7,2.89,206.01,0.0,18.81,8.48,38.0,10.23,24.12,2.73,208.91
2024,5,30,12,91.63,2.97,211.02,0.0,18.88,8.91,38.76,10.91,24.84,2.89,214.08
2024,5,30,13,91.57,2.87,214.69,0.0,18.88,9.16,39.2,11.28,25.24,2.84,218.29
2024,5,30,14,91.51,2.56,218.55,0.0,19.06,9.28,39.3,11.5,25.4,2.57,222.41
2024,5,30,15,91.46,2.19,217.61,0.0,19.56,9.34,38.92,11.61,25.26,2.26,221.78
2024,5,30,16,91.44,1.93,215.43,0.0,20.38,9.34,38.14,11.58,24.86,2.07,219.34
2024,5,30,17,91.48,1.59,210.96,0.0,22.12,9.52,37.01,11.86,24.44,1.86,214.56
2024,5,30,18,91.52,0.94,189.07,0.0,34.44,13.0,34.65,16.65,25.65,1.5,190.78
2024,5,30,19,91.6,0.98,135.32,0.0,33.94,11.72,33.07,15.04,24.05,1.4,137.94
2024,5,30,20,91.68,1.36,94.96,0.0,37.81,11.96,31.5,15.34,23.42,1.92,97.96
2024,5,30,21,91.74,1.75,77.14,0.0,41.62,12.08,30.05,15.58,22.81,2.52,79.81
2024,5,30,22,91.78,2.01,67.83,0.0,44.75,12.15,28.85,15.67,22.26,2.92,70.3
2024,5,30,23,91.78,2.15,60.82,0.0,46.94,12.15,27.99,15.65,21.82,3.17,63.06
2024,5,31,0,91.75,2.2,53.21,0.0,48.44,12.02,27.33,15.56,21.45,3.3,55.03
2024,5,31,1,91.71,2.22,45.0,0.0,49.25,11.9,26.82,15.34,21.08,3.34,46.14
2024,5,31,2,91.7,2.17,40.62,0.0,49.12,11.66,26.52,15.04,20.78,3.27,41.51
2024,5,31,3,91.7,2.04,49.18,0.0,48.88,11.41,26.27,14.73,20.5,3.06,50.08
2024,5,31,4,91.71,1.97,67.9,0.0,49.69,11.23,25.73,14.48,20.11,2.96,70.28
2024,5,31,5,91.77,1.98,85.71,0.0,51.81,11.23,25.04,14.51,19.77,3.19,90.42
2024,5,31,6,91.83,2.18,99.06,0.0,50.19,12.08,26.79,15.62,21.21,3.64,100.39
2024,5,31,7,91.9,2.92,112.8,0.0,42.12,11.84,29.47,15.26,22.37,3.3,114.75
2024,5,31,8,91.93,2.26,139.92,0.0,39.56,12.7,31.76,16.31,24.04,2.31,138.7
2024,5,31,9,91.92,1.75,186.68,0.0,34.56,12.45,33.83,16.01,24.92,1.57,189.46
2024,5,31,10,91.92,2.36,225.27,0.0,30.44,11.96,35.44,15.4,25.42,2.3,232.47
2024,5,31,11,91.87,3.0,239.96,0.0,27.31,11.54,36.72,14.8,25.76,3.07,245.79
2024,5,31,12,91.8,3.37,246.82,0.0,25.19,11.17,37.59,14.31,25.95,3.54,251.61
2024,5,31,13,91.72,3.49,253.07,0.0,23.75,10.8,38.06,13.82,25.94,3.75,257.38
2024,5,31,14,91.66,3.51,258.56,0.0,22.94,10.44,38.12,13.33,25.73,3.86,262.33
2024,5,31,15,91.61,3.3,263.35,0.0,22.62,10.07,37.71,12.76,25.23,3.74,266.41
2024,5,31,16,91.59,2.92,266.62,0.0,22.69,9.7,36.95,12.22,24.58,3.41,268.82
2024,5,31,17,91.6,2.35,270.38,0.0,24.12,9.64,35.7,12.08,23.89,2.9,271.24
2024,5,31,18,91.65,1.18,280.64,0.0,33.62,11.9,33.51,15.27,24.39,1.88,281.78
2024,5,31,19,91.73,0.77,344.13,0.0,34.56,11.29,32.05,14.43,23.24,1.09,341.18
2024,5,31,20,91.79,1.37,28.17,0.0,38.44,11.41,30.46,14.68,22.57,1.95,26.98
2024,5,31,21,91.85,2.07,40.25,0.0,43.06,11.47,28.57,14.79,21.68,3.11,40.41
2024,5,31,22,91.87,2.55,45.25,0.0,46.56,11.35,27.02,14.63,20.83,4.19,46.06
